descripcion,habitaciones,banios,parqueaderos,area_construida,area_privada,estrato,estado,antiguedad,piso,administeracion,precio_m2,barrio
"Se Vende Apartamento en el POBLADO con un Área 126m², sector el campestre, TRES ASPECTOS que te ENCANTARAN de este apartamento 1) La Ubicación 2) Los Espacios AMPLIOS Y FRESCOS 3) El PRECIO, LA SEGURIDAD, cuenta con 3 habitaciones + 2 baños+ parqueadero privado de carro cubierto, + deposito, Ascensor, amplios espacios para disfrutar en familia, cerca a supermercados , centros comerciales, iglesias, Moll, San lucas plaza muy buena vías de acceso..",2,1,1,46 m²,44 m²,3,Excelente,menor a 1 año,4,$ 106.000 COP,"$ 4.173.913,04*m²",POBLADO - Medellín - Antioquia
"Apartamento de tres alcobas, dos baños completos, sala comedor, balcón, cocina integral abierta con barra americana, zona de ropas , (1) parqueadero cubierto. Entre sus zonas comunes se encuentran: piscina juegos infantiles, salón social, cancha de fútbol Acceso a principales rutas de servicio público. zona muy tranquila se escucha propuestas..",2,4,2,189 m²,189 m²,6,Excelente,16 a 30 años,4,$ 972.000 COP,"$ 7.142.857,14*m²",La Pilarica - Medellín - Antioquia
"Apartamentos para estrenar en Boston areas desde 102, 40m2 y 105.30m2; distribuidos así: 3 habitaciones, 2 baños, 3 balcones, sala comedor amplia, zona de ropas, cocina integral familiar; el edificio cuenta con ascensor, shut de basuras, portón, dos sótanos de parqueaderos. Parqueaderos a 20 millones con M.I independiente. Aptos DUPLEX con estudio y dos niveles, dos apartamentos con terraza. Cercanía al parque de Boston, estratégico sector. Asesoria y acompañamiento MONICA QUINTERO OSORIO SANDRA.",2,1,1,51 m²,51 m²,5,Excelente,1 a 8 años,Otro,$ 218.000 COP,"$ 6.176.470,59*m²",Boston - Medellín - Antioquia
"Espectacular apartamento ubicado frente a C.C. San Diego, 3 habitaciones, más estudio, 2 baños, cocina integral abierta, balcón con vista a la ciudad, cuarto útil y parqueadero cubierto. Cerca a todo, ubicación inmejorable. Piso 10. Hermosos acabados. Administración 208.000.",3,2,1,73 m²,73 m²,4,,1 a 8 años,,$ 240.000 COP,"$ 5.616.438,36*m²",San Diego - Medellín - Antioquia
"Excelente apartamento para la venta ubicado en el sector de el tesoro, cuenta con 3 habitaciones, cuarto de servicio, balcón con hermosa vista a la ciudad, estudio, cocina integral con barra americana, zona de ropas, pisos en mármol, parqueaderos doble lineal y cuarto útil. ubicado en unidad con zonas comunes completas, piscina, juegos infantiles, salón social, gimnasio, zonas verde. Cerca de la avenida guayabal, múltiples tiendas y fácil acceso al transporte publico. 473-11803.",3,3,2,162 m²,0 m²,6,,,,No definida,"$ 5.555.555,56*m²",El Tesoro - Medellín - Antioquia
"Venta apartamento de 122 mt2 muy bien distrubuidos y con espacios amplios, 3 piso con ascensor nuevo, 4 habitaciones (incluyendo la de servicio), 3 baños, 2 balcones, cocina amplia, zona de lavandería, parqueadero lineal con cuarto útil. Ubicación estrategíca, en un excelente punto de Laureles, con portería 24 horas, Unidad tranquila para vivir, cerca a la Iglesia Santa Teresita, supermercados, bancos, facil acceso a transporte público y con una muy buena valorización del sector. Entrega inmediata. .",3,4,,116 m²,116 m²,5,,,,No definida,"$ 5.517.241,38*m²",Laureles SANTA TERESITA - Medellín - Antioquia
"Vendo apartamento exclusivamente para personas de gusto exquisito, que sepan mezclar lo moderno y lo tranquilo en un solo espacio y que además aseguren una buena inversión. Unidad ambientada en forma armoniosa con la naturaleza. Edificio, muy cómodo, excelente ambiente, tranquilo y muy familiar Apartamento dúplex a doble altura, reformado completamente, y de muy buena iluminación y confort. Predial $750.000 trimestre .",3,3,2,125 m²,125 m²,5,Bueno,9 a 15 años,,$ 528.400 COP,$ 5.040.000*m²,El Poblado - Medellín - Antioquia
Hermoso apartamento totalmente remodelado 3 habitaciones con closet cada una estudio cuarto útil 2 baños salón comedor cocina integral zona de ropas red de gas calentador de paso balcón parqueadero cubierto ascensor zona verde parque infantil portería y vigilancia 24 horas Excelente ubicación cerca a colegios universidades parque iglesia supermercados mall comercial y un excelente ambiente familiar Valor negociable se escucha oferta,4,4,1,150 m²,150 m²,5,Excelente,1 a 8 años,6,$ 200.000 COP,$ 4.500.000*m²,La Pilarica - Medellín - Antioquia
"Código Arrendamientos Santa Fe: V10847. Propiedad ubicada en el Barrio Florencia, con fácil acceso al servicio de transporte publico y principales vías de la ciudad, el apartamento esta cerca a la Institución Educativa Echavarría misas y la Iglesia de Florencia..",3,4,,190 m²,190 m²,6,,,,No definida,"$ 6.842.105,26*m²",Florencia - Medellín - Antioquia
"Hermoso apartamento de 68 metros en unidad completa, tiene parqueadero privado cubierto y cuarto útil de los más grandes de conjunto, tiene tres alcobas y dos baños, es perfecto para inversión, está cerca de centros comerciales y tiene muy buenas rutas de buses, tiene cerca colegios y es un sector muy tranquilo 679-48071.",3,2,1,72 m²,72 m²,5,Excelente,16 a 30 años,2,$ 320.000 COP,"$ 5.277.777,78*m²",San German - Medellín - Antioquia
"Espectacular oferta para adquirir apartamento full acabados, en Unidad cerrada con portería 24 horas, Gimnasio al aire libre, Parques infantiles, Salón social, Amplias zonas verdes, Linda vista a la ciudad, Parqueadero común cubierto o descubierto, excelente iluminación natural, soleado en la mañana en la habitación principal y en la tarde zona social.Ubicación con facilidad de acceso a transporte público (integrado del metro), Cerca del supermercado D1, Cercanía de tiendas de barrio, Cercanía",3,2,1,55 m²,55 m²,4,,9 a 15 años,14,$ 194.000 COP,"$ 5.454.545,45*m²",BARICHARA - San Antonio de Prado - Antioquia
"Único y exclusivo Apartamento en venta, con excelente ubicación, a solo 5 minutos del Centro comercial El Tesoro en Automovil, cerca al Parque Lleras y Provenza, Este apartamento abierto y espacioso fue remodelado completamente con pisos de porcelanato, iluminación y accesorios modernos. El apartamento tiene espacios increíbles con vistas a la ciudad para disfrutar desde la mayoría de las áreas del apartamento. Tiene dos dormitorios muy bien diseñados y tres baños elegantes..",3,2,1,64 m²,64 m²,4,Excelente,9 a 15 años,2,$ 200.000 COP,$ 4.687.500*m²,El Poblado - Medellín - Antioquia
"Moderno y elegante apartamento en la Loma de los Bernal, piso 25, con vista a la ciudad, ventilado. Consta de dos habitaciones con closet, puerta, ventana con persiana y piso en madera . Tiene un baño con acabados elegantes, cocina americana, zona de ropas, sala comedor amplia y balcón con vista a toda la ciudad. Tiene parqueadero privado y cubierto con fácil acceso. La unidad cuenta con espectaculares zonas comunes: Zona húmeda climatizada, gimnasio, salón, BBQ, minimercado, zona infantil, etc.",2,2,,97 m²,97 m²,6,,,,No definida,"$ 8.762.886,6*m²",Loma de los bernal - Medellín - Antioquia
"Apartamento de 73 mtrs aprox ( Area para confirmar sobre escrituras) espacios iluminados, cuenta con parqueadero cubierto y cuarto útil, ubicado en unidad cerrada, portería 24 horas, zonas comunes completas . Cerca a caí de los Colores y Exito de Robledo. 679-47442.",3,2,1,55 m²,55 m²,3,Excelente,1 a 8 años,Otro,$ 130.000 COP,"$ 3.818.181,82*m²",San German - Medellín - Antioquia
"Venta de apartamento en la Calera Poblado, cuenta con 162m2, Distribuidos en 3 alcobas, 3 baños, cocina abierta, vista verde, estudio, cuarto del servicio con baño, 2 parqueaderos. Unidad cerrada con portería 24 horas, piscinas, gimnasios, sauna, turco, sala de cine, cancha de futbol, salones sociales, zonas verdes y juegos infantiles..",8,9,,136 m²,136 m²,3,,,3,No definida,"$ 5.514.705,88*m²",La Calera - Medellín - Antioquia
"Apartamento en venta en unidad cerrada. Vía principal con rutas de transporte publico y un gran desarrollo urbanístico. Piso en porcelanato y madera, sala comedor, estudio, 3 alcobas con baño en cada una, cocina integral abierta tipo americano, balcon y parqueaderos cubiertos. Piscina, gym, salón social, parque infantil, cancha de squash, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",2,2,,114 m²,114 m²,6,,,,No definida,"$ 8.640.350,88*m²",transv intermedia - Envigado - Antioquia
"Amplio apartamento 3 alcobas, alcoba principal y auxiliar con baño, baño social completo, vestier, sala comedor, cocina abierta, estudio, balcón y cómoda zona de ropas. Zona residencial privilegiada con múltiples vías de acceso, zonas verdes para caminar y compartir en familia, cerca de centros comerciales, colegios y universidades (La Salle de Envigado, El Teresiano, San José de las Vegas femenino, Eafit); cerca de la zona se encuentran supermercados, variedades de ofertas gastronómicas, centros de salud, estaciones del metro, iglesias y centros de acondicionamiento físico..",3,2,1,70 m²,0 m²,6,Excelente,menor a 1 año,16,$ 150.000 COP,$ 7.000.000*m²,LA FRONTERA Envigado - Medellín - Antioquia
"Hermoso de espacios amplios, se encuentra en el barrio Estadio de la ciudad de Medellín, valor del metro cuadrado a 4.5 millones, el área del apartamento es de 150 mtrs2, en los cuales se distribuyen así: 4 habitaciones, donde 2 cuentan con su baño privado y las otras 2 comparten un baño, baño social, sala, comedor, biblioteca. balcon, Confina integral, Alacena, Calentador de paso, Lavaplatos eléctrico, todo la madera en teca. cuenta con una terraza de unos 300 mtrs2, la cual es compartida.",4,3,2,116 m²,0 m²,6,,9 a 15 años,,$ 480.000 COP,"$ 6.706.896,55*m²",Estadio - Medellín - Antioquia
"Apartamento en unidad cerrada sector los parra, fácil acceso desde la av el poblado. Cercanía a servicios complementarios de san Fernando plaza y de la milla de oro. Ubicación estratégica, rutas de transporte. piso en porcelanato y madera, puerta de seguridad, sala y comedor independiente, estar de tv, 3 alcobas con baño en cada una, cocina integral tipo americano, alcoba y baño de servicio, y parqueaderos cubiertos. Piscina, gym, sauna, parque infantil, cancha de squash, jacuzzi y amplias zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv...",3,3,1,85 m²,0 m²,4,Excelente,1 a 8 años,13,$ 212.000 COP,"$ 4.823.529,41*m²",LOS PARRA - Medellín - Antioquia
"Hermoso apartamento en conquistadores, 2 piso con ascensor y parqueadero, porteria 24 horas, 72m2, 3 habitaciones, 2 baños. Ubicado sobre vía principal..",2,2,1,60 m²,60 m²,4,Bueno,9 a 15 años,,$ 233.450 COP,"$ 5.583.333,33*m²",Conquistadores - Medellín - Antioquia
"Apartamento con excelentes vista panorámica a la ciudad, 3 alcobas, 2 baños, balcon y parqueadero cubierto. Unidsd completamente dotada. Predial. $132.000 trimestral. Hipoteca de 12 millones con cooperativas CNA..",2,2,1,81 m²,0 m²,5,Excelente,1 a 8 años,10,$ 248.000 COP,"$ 6.543.209,88*m²",Calasanz - Medellín - Antioquia
"Idealpara aquellas familias que deseendisfrutar de un lugar tranquilo, ameno, en uno de los lugares con mas acogida en el Valle de Aburra, excelentes vías de acceso y cercaníaa colegios, universidades, centros comerciales, hospitales y facilidad de transporte público, y con una gran panorámica. Lugar muy tranquilo, ideal para inversión ya que el precio esta por debajo del mercado. tiene amplias zonas verdes, infantil con 1 año deconstrucción..",3,2,,81 m²,81 m²,5,,,,No definida,"$ 5.432.098,77*m²",Calasanz - Medellín - Antioquia
"Apartamento con: sala- comedor, tres alcobas, closets, dos baños, balcón, cocina integral, red de gas, calentador de agua, zona de ropas, piso en cerámica, garaje, cuarto útil, portería 24 horas, juejos infantiles, dos salónes sociales, dos canchas recreativas- una de ellas sintética, gimnasio- dotado, piscinas-niños y adiltos, parqueadero para vivistantes. Area: 78.7 metros cuadrados aproximadamente. Estrato: 5. PARA MAYOR INFORMACIÓN COMUNICARSE CON: LA FUENTE INMOBILIARIA o 3152.",2,2,1,49 m²,0 m²,4,Bueno,16 a 30 años,Otro,$ 134.000 COP,"$ 5.714.285,71*m²",La Almeria - Medellín - Antioquia
"1451 (dal) Vendo apartamento de 64 metros construídos, en Calasanz parte media, zona estrato 4, sector residencial, piso 2 por escalas, en unidad cerrada con piscina, zonas verdes y deportiva. El inmueble consta de salacomedor, balcón, 3 alcobas con closet, 2 baños completos, cocina integral, red de gas, zona de estudio, piso en cerámica y laminilla de madera, muy iluminado, cuenta con parqueadero. DEL TORO S.I..",4,5,2,230 m²,230 m²,5,Excelente,,3,No definida,"$ 3.913.043,48*m²",Calasanz - Medellín - Antioquia
"Apartamento en venta en unidad cerrada, sector tranquilo, campestre, cerca a centros comerciales, restaurantes, y servicios complementarios. Piso en madera, sala comedor, 2 alcobas con baño en la principal, cocina integral abierta, balcon y parqueaderos paralelos cubiertos. Conjunto cerrado con ascensor, salón social, sauna, zonas verdes, citofonia, vigilancia 24 hrs y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",2,2,1,76 m²,76 m²,5,,16 a 30 años,2,$ 220.000 COP,"$ 5.657.894,74*m²",Alto de las palmas - Envigado - Antioquia
"HERMOSO APTO DE 55 M2 UBICADO EN ITAGUI, BARRIO SAN GABRIEL. EN UNIDAD CERRADA. Rodeado de zonas verdes, el apto tiene 3 habitaciones, la ppal con baño, salón comedor, cocina integral, zona de ropas, red de gas y balcón. Parqueadero cubierto y buena vista. La unidad tiene porteria y vigilancia 24 horas, salón social, parqueaderos de visitantes. Tiene pendiente por entregar gimnasio, piscina, parque infantil y oratorio. Facilidades de transporte y cercania a iglesias, parque Ditaires, supermercdo.",1,2,1,54 m²,54 m²,6,Excelente,1 a 8 años,,$ 283.000 COP,"$ 10.185.185,19*m²",SAN GABRIEL - Itaguí - Antioquia
"¡Apartamentos de136 m2 cada uno! LOS APARTAMENTOS SE VENDEN JUNTOS El apartamento del segundo piso cuenta con: 4 alcobas cada una con baño y closet, 1 baños social, cocina integral, sala comedor, comedor auxiliar, red de gas, calentador de agua, zona de ropas, patio. El apartamento del tercer piso cuenta con: sala comedor, cocina integral, red de gas, calentador, 4 alcobas, 4 closets, 4 baños, zona de lavandería, balcón. .",3,2,2,93 m²,0 m²,5,Excelente,1 a 8 años,,$ 381.000 COP,"$ 7.043.010,75*m²",La América - Medellín - Antioquia
"Apartamento en venta en unidad cerrada, sector tranquilo, campestre, cerca a centros comerciales, restaurantes, y servicios complementarios. Piso en madera, sala comedor, estudio, 2 alcobas con baño en la principal, cocina integral abierta, balcon y parqueaderos paralelos cubiertos. Conjunto cerrado con ascensor, salón social, sauna, zonas verdes, citofonia, vigilancia 24 hrs y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",3,2,,65 m²,65 m²,4,Excelente,menor a 1 año,5,$ 230.000 COP,"$ 5.153.846,15*m²",Alto de las Palmas - Envigado - Antioquia
"Apartamento en venta en Medellín, apartamento recién entregado ubicado en el sector del poblado en el barrio de las palmas, cuenta con parqueadero, cuarto útil, piscina adultos y niños, sauna y turco, jacuzzi, 2 canchas de squash, salón social, gimnasio, minimarket, juegos infantiles y un deck panorámico, su cercanía a malls comerciales, a centros comerciales, a supermercados lo hacen especial, para más información contáctenos, programa visita, te daremos más detalles de este hermoso inmueble..",2,2,,65 m²,0 m²,3,,9 a 15 años,,No definida,"$ 3.369.230,77*m²",El Poblado - Medellín - Antioquia
